,4984495,104956
AGIT,201,9
AGIU,420,13
AGIV,422,16
AGIW,257,8
AGIX,74,4
AGIY,283,7
AGIZ,262,10
AGJ,4549,129
AGJK,141,6
AGJL,44,2
AGJM,28,2
AGJN,526,14
AGJO,314,7
AGJP,47,3
AGJQ,126,7
AGJR,151,6
AGJS,56,2
AGJT,216,8
AGJV,16,1
AGJW,42,1
AGJY,36,2
AGJZ,134,5
AGK,2990,74
AGKL,96,5
AGKM,58,2
AGKN,121,3
AGKO,158,6
AGKP,62,2
AGKQ,57,3
AGKR,144,6
AGKT,145,6
AGKU,24,2
AGKV,87,2
AGKW,46,1
AGKZ,11,1
AGL,6254,185
AGLM,128,2
AGLN,321,12
AGLO,446,12
AGLP,80,3
AGLQ,259,11
AGLR,369,15
AGLS,161,4
AGLT,499,16
AGLU,93,3
AGLV,209,9
AGLW,64,2
AGLX,53,2
AGLY,86,3
AGLZ,47,2
AGM,2560,71
AGMN,344,9
AGMO,16,1
AGMP,71,2
AGMQ,133,4
AGMR,5,1
AGMS,170,3
AGMT,195,5
AGMU,132,5
AGMV,183,6
AGMW,24,1
AGN,10527,297
AGNN,277,9
AGNO,372,11
AGNP,230,8
AGNQ,348,12
AGNR,386,14
AGNS,114,5
AGNT,518,22
AGNU,227,10
AGNV,602,18
AGNW,117,8
AGNX,188,6
AGNY,172,4
AGNZ,169,7
AGO,10371,270
AGOO,518,14
AGOP,70,2
AGOQ,261,10
AGOR,584,20
AGOT,370,11
AGOU,620,20
AGOV,369,11
AGOW,185,5
AGOX,44,1
AGOY,214,6
AGOZ,82,3
AGP,3810,102
AGPQ,186,7
AGPR,120,6
AGPS,44,1
AGPT,156,7
AGPU,104,4
AGPV,262,7
AGPW,114,2
AGPX,34,2
AGPY,28,1
AGQ,10372,324
AGQR,283,8
AGQS,27,2
AGQT,263,9
AGQU,150,5
AGQV,451,19
AGQW,125,3
AGQX,193,8
AGQY,143,6
AGQZ,185,5
AGR,9914,276
AGRR,253,9
AGRS,90,3
AGRT,294,8
AGRU,298,10
AGRV,481,14
AGRW,71,3
AGRX,255,8
AGRY,149,4
AGRZ,206,6
AGS,2535,65
AGSS,45,1
AGST,57,1
AGSU,30,1
AGSV,14,2
AGSW,27,1
AGSX,55,2
AGT,9546,274
AGTT,115,4
AGTU,360,12
AGTV,463,16
AGTW,243,8
AGTX,124,3
AGTY,127,5
AGTZ,32,1
AGU,7766,215
AGUV,240,8
AGUW,73,2
AGUX,39,2
AGUY,30,1
AGUZ,54,2
AGV,7191,217
AGVW,93,5
AGVX,92,1
AGVY,119,5
AGVZ,95,4
AGW,2844,80
AGWX,70,3
AGWY,133,3
AGWZ,56,2
AGX,1998,51
AGXZ,23,1
AGY,2129,55
AGZ,2589,70
AH,20647,445
AHI,4487,111
AHII,111,5
AHIJ,155,6
AHIK,204,4
AHIL,221,8
AHIN,293,10
AHIO,140,5
AHIP,53,1
AHIQ,159,6
AHIR,222,8
AHIU,210,6
AHIV,73,4
AHIW,118,4
AHIY,96,2
AHIZ,110,2
AHJ,1384,35
AHJL,99,3
AHJO,118,3
AHJQ,27,1
AHJR,65,3
AHJS,42,1
AHJT,8,1
AHJV,42,1
AHJW,64,1
AHK,1812,41
AHKL,27,1
AHKM,50,1
AHKN,27,1
AHKO,40,2
AHKP,56,2
AHKS,33,1
AHKT,95,2
AHKU,36,1
AHKV,72,2
AHKX,29,1
AHKZ,61,2
AHL,1975,50
AHLM,31,1
AHLN,45,2
AHLO,181,5
AHLQ,64,2
AHLR,83,3
AHLS,34,1
AHLT,212,4
AHLU,40,1
AHLV,77,2
AHLW,70,2
AHLY,117,2
AHM,1500,35
AHMO,40,1
AHMP,62,1
AHMR,41,2
AHMT,34,1
AHMU,39,1
AHMV,28,2
AHMZ,111,2
AHN,3619,88
AHNN,105,3
AHNO,75,2
AHNP,88,3
AHNQ,256,7
AHNR,191,7
AHNT,60,2
AHNU,30,2
AHNV,68,2
AHNW,25,1
AHNY,101,2
AHNZ,36,1
AHO,4010,90
AHOP,29,1
AHOQ,155,6
AHOR,279,8
AHOS,39,1
AHOT,48,2
AHOU,46,2
AHOV,22,2
AHOW,36,1
AHOX,68,1
AHOY,36,1
AHOZ,37,2
AHP,1300,30
AHPR,38,2
AHPT,61,2
AHPU,35,1
AHPV,21,1
AHPW,32,1
AHPZ,34,1
AHQ,2874,79
AHQR,182,5
AHQT,96,5
AHQU,146,5
AHQV,128,5
AHQX,50,1
AHQY,21,1
AHQZ,172,5
AHR,3569,89
AHRR,49,2
AHRS,69,2
AHRT,126,3
AHRU,112,3
AHRV,91,4
AHRW,63,2
AHRX,48,1
AHRY,132,4
AHRZ,8,1
AHS,713,14
AHST,41,1
AHSU,46,1
AHT,2706,66
AHTT,61,2
AHTU,185,6
AHTV,121,4
AHTZ,44,1
AHU,2739,68
AHUV,58,2
AHUW,64,3
AHUX,39,2
AHUY,27,2
AHUZ,68,2
AHV,2826,78
AHVW,89,3
AHVY,27,1
AHVZ,99,2
AHW,1275,26
AHWX,41,1
AHX,1172,26
AHXZ,68,2
AHY,904,22
AHYZ,23,1
AHZ,727,19
AI,278074,6578
AII,32476,970
AIII,632,24
AIIJ,581,20
AIIK,138,5
AIIL,644,21
AIIM,267,11
AIIN,1174,36
AIIO,1454,53
AIIP,181,7
AIIQ,1477,57
AIIR,938,29
AIIS,134,6
AIIT,845,30
AIIU,1496,61
AIIV,647,23
AIIW,235,8
AIIX,184,8
AIIY,231,8
AIIZ,199,7
AIJ,12291,327
AIJK,203,8
AIJL,204,7
AIJM,37,1
AIJN,290,9
AIJO,370,11
AIJP,160,5
AIJQ,472,14
AIJR,443,12
AIJT,232,7
AIJU,317,15
AIJV,328,12
AIJW,112,3
AIJX,80,2
AIJY,52,2
AIJZ,35,2
AIK,6990,174
AIKL,178,7
AIKM,128,2
AIKN,360,11
AIKO,112,4
AIKP,42,1
AIKQ,405,12
AIKR,481,12
AIKS,105,2
AIKT,157,5
AIKU,213,7
AIKV,50,2
AIKW,78,2
AIKX,45,2
AIKY,147,5
AIKZ,62,2
AIL,14128,390
AILM,157,8
AILN,537,20
AILO,507,19
AILP,220,5
AILQ,823,31
AILR,662,27
AILS,111,5
AILT,421,14
AILU,631,22
AILV,474,16
AILW,249,7
AILX,127,8
AILY,43,3
AILZ,148,6
AIM,6850,174
AIMN,262,9
AIMO,309,8
AIMP,56,1
AIMQ,347,10
AIMR,308,9
AIMS,86,3
AIMT,91,3
AIMU,123,3
AIMV,217,5
AIMW,121,3
AIMY,45,1
AIMZ,12,1
AIN,20384,585
AINN,305,11
AINO,1015,28
AINP,459,15
AINQ,1209,45
AINR,1077,36
AINS,148,6
AINT,774,29
AINU,661,24
AINV,570,18
AINW,112,4
AINX,294,10
AINY,275,8
AINZ,301,11
AIO,33195,882
AIOO,831,27
AIOP,417,13
AIOQ,1668,54
AIOR,1013,32
AIOS,238,7
AIOT,945,29
AIOU,1255,40
AIOV,682,21
AIOW,346,11
AIOX,231,7
AIOY,503,14
AIOZ,349,9
AIP,7635,195
AIPQ,406,13
AIPR,275,8
AIPS,14,1
AIPT,200,7
AIPU,132,6
AIPV,143,6
AIPW,152,4
AIPX,29,1
AIPY,56,2
AIPZ,35,1
AIQ,34840,999
AIQR,1156,43
AIQS,212,7
AIQT,770,27
AIQU,919,28
AIQV,523,25
AIQW,647,20
AIQX,137,8
AIQY,217,9
AIQZ,562,20
AIR,21077,567
AIRR,403,14
AIRS,69,2
AIRT,951,29
AIRU,801,32
AIRV,625,23
AIRW,183,6
AIRX,192,5
AIRY,214,8
AIRZ,219,7
AIS,7088,164
AISS,42,1
AIST,142,3
AISU,257,7
AISV,268,7
AISX,106,4
AISZ,74,2
AIT,22307,593
AITT,303,12
AITU,863,30
AITV,563,17
AITW,151,5
AITX,197,5
AITY,165,6
AITZ,141,4
AIU,32579,909
AIUV,857,27
AIUW,271,11
AIUX,135,4
AIUY,112,5
AIUZ,266,8
AIV,16034,456
AIVW,144,5
AIVX,225,8
AIVY,88,4
AIVZ,275,7
AIW,7275,185
AIWX,44,1
AIWY,211,9
AIWZ,135,5
AIX,4200,109
AIXY,79,3
AIXZ,50,1
AIY,5301,134
AIYZ,139,3
AIZ,5496,147
AJ,50219,1237
AJK,2560,75
AJKL,101,2
AJKN,100,4
AJKO,177,4
AJKP,50,1
AJKQ,234,6
AJKR,113,3
AJKS,24,1
AJKT,113,3
AJKU,76,2
AJKV,122,4
AJKW,42,2
AJKY,14,1
AJKZ,62,1
AJL,4560,133
AJLM,4,1
AJLN,389,16
AJLO,126,5
AJLP,18,1
AJLQ,154,7
AJLR,158,4
AJLS,41,2
AJLT,363,11
AJLU,103,5
AJLV,345,10
AJLW,107,4
AJLX,129,5
AJLY,49,2
AJLZ,35,1
AJM,2321,54
AJMN,234,6
AJMQ,92,3
AJMS,33,1
AJMT,84,3
AJMU,48,2
AJMV,167,4
AJMW,61,2
AJMY,20,1
AJMZ,81,2
AJN,7097,199
AJNN,190,7
AJNO,176,8
AJNP,98,3
AJNQ,218,9
AJNR,270,9
AJNS,60,3
AJNT,619,19
AJNU,347,8
AJNV,277,13
AJNW,254,7
AJNX,38,1
AJNY,37,1
AJNZ,95,5
AJO,6845,171
AJOO,314,8
AJOP,66,1
AJOQ,44,2
AJOR,256,12
AJOS,115,3
AJOT,142,4
AJOU,340,10
AJOV,51,2
AJOW,102,3
AJOX,81,2
AJOY,60,2
AJOZ,49,3
AJP,2866,69
AJPQ,109,4
AJPS,34,1
AJPT,17,1
AJPV,269,7
AJPW,79,2
AJPX,21,2
AJPY,28,1
AJQ,8990,261
AJQR,305,11
AJQS,102,3
AJQT,248,9
AJQU,141,3
AJQV,180,9
AJQW,19,1
AJQY,24,1
AJQZ,57,3
AJR,6147,170
AJRR,350,10
AJRS,96,5
AJRT,297,9
AJRU,159,5
AJRV,185,5
AJRW,38,1
AJRX,12,1
AJRY,266,6
AJRZ,5,1
AJS,1637,47
AJST,53,1
AJSU,15,1
AJSV,26,1
AJSZ,67,1
AJT,5842,162
AJTT,70,4
AJTU,101,2
AJTV,57,2
AJTW,49,2
AJTX,11,1
AJTY,108,3
AJTZ,157,5
AJU,5131,133
AJUV,121,5
AJUW,33,2
AJUX,35,1
AJUY,67,4
AJUZ,48,1
AJV,5332,160
AJVW,78,3
AJVX,33,2
AJVY,45,1
AJVZ,35,1
AJW,2859,77
AJWZ,32,1
AJX,1531,38
AJXZ,101,2
AJY,1437,39
AJYZ,48,2
AJZ,1658,49
AK,32253,720
AKL,3260,91
AKLM,94,3
AKLN,284,9
AKLO,139,4
AKLP,46,2
AKLQ,225,9
AKLR,153,7
AKLS,27,1
AKLT,178,7
AKLU,98,5
AKLV,174,6
AKLX,107,2
AKLZ,39,1
AKM,1771,41
AKMN,100,3
AKMP,63,3
AKMQ,116,6
AKMR,27,1
AKMT,167,4
AKMU,75,2
AKMV,74,2
AKMW,7,1
AKMY,22,1
AKN,5319,135
AKNN,134,7
AKNO,261,7
AKNP,79,2
AKNQ,155,5
AKNR,147,6
AKNS,83,1
AKNT,483,13
AKNU,88,3
AKNV,22,1
AKNW,101,2
AKO,5279,126
AKOO,25,2
AKOQ,167,5
AKOR,38,1
AKOS,15,1
AKOT,232,7
AKOU,103,3
AKOV,106,5
AKOW,38,1
AKOX,125,3
AKOY,55,1
AKOZ,62,1
AKP,1606,39
AKPQ,74,2
AKPR,189,5
AKPS,14,1
AKPT,87,3
AKPU,57,2
AKPV,54,2
AKPW,129,4
AKPX,46,2
AKPZ,67,2
AKQ,4777,132
AKQR,268,9
AKQS,35,1
AKQT,116,3
AKQU,30,2
AKQV,172,5
AKQW,131,5
AKQX,77,2
AKQY,22,1
AKQZ,72,3
AKR,4700,122
AKRR,144,5
AKRT,154,6
AKRU,117,4
AKRV,352,15
AKRW,91,3
AKRZ,218,4
AKS,1828,37
AKST,111,3
AKSV,31,1
AKSX,88,2
AKT,4012,98
AKTT,21,1
AKTU,42,3
AKTV,110,3
AKTW,94,3
AKTX,109,3
AKTY,51,3
AKU,3112,88
AKUV,96,4
AKUW,31,1
AKUY,46,2
AKUZ,157,4
AKV,4516,122
AKVW,11,1
AKVX,10,2
AKVY,22,1
AKVZ,103,3
AKW,996,28
AKWZ,123,3
AKX,1565,40
AKY,1525,33
AKZ,1025,28
AL,69669,1703
ALM,3472,92
ALMN,93,4
ALMO,168,4
ALMP,115,4
ALMQ,65,3
ALMR,130,6
ALMS,44,1
ALMT,26,1
ALMU,62,2
ALMV,165,8
ALMW,126,4
ALMX,63,2
ALMY,81,2
ALMZ,79,3
ALN,12892,387
ALNN,205,12
ALNO,656,22
ALNP,96,4
ALNQ,666,31
ALNR,909,32
ALNS,132,4
ALNT,492,19
ALNU,441,19
ALNV,622,23
ALNW,172,6
ALNX,66,3
ALNY,246,8
ALNZ,293,10
ALO,10246,283
ALOO,405,13
ALOP,227,7
ALOQ,558,18
ALOR,572,14
ALOS,75,3
ALOT,274,8
ALOU,334,12
ALOV,289,7
ALOW,125,3
ALOX,76,3
ALOY,86,3
ALOZ,161,4
ALP,2692,73
ALPQ,88,4
ALPR,60,2
ALPS,24,1
ALPT,363,11
ALPU,71,2
ALPV,261,9
ALPW,73,4
ALPY,101,2
ALPZ,56,2
ALQ,12652,405
ALQR,493,18
ALQS,125,4
ALQT,187,10
ALQU,240,12
ALQV,573,25
ALQW,95,4
ALQX,217,7
ALQY,32,1
ALQZ,405,11
ALR,9351,287
ALRR,63,4
ALRS,65,3
ALRT,514,20
ALRU,668,22
ALRV,263,11
ALRW,320,9
ALRX,135,4
ALRY,173,8
ALRZ,194,6
ALS,2186,54
ALSS,84,2
ALST,131,4
ALSU,103,3
ALSV,81,2
ALSY,91,3
ALT,8699,242
ALTT,132,5
ALTU,299,11
ALTV,362,15
ALTW,322,9
ALTX,74,3
ALTY,107,5
ALTZ,291,9
ALU,7196,222
ALUV,393,13
ALUW,65,3
ALUX,45,2
ALUY,166,4
ALUZ,29,2
ALV,7268,225
ALVW,199,6
ALVX,161,5
ALVY,105,4
ALVZ,227,8
ALW,3320,96
ALWY,40,2
ALWZ,58,3
ALX,1700,46
ALXZ,20,1
ALY,1950,50
ALZ,2202,70
AM,35504,775
AMN,5078,135
AMNN,97,5
AMNO,161,5
AMNP,27,1
AMNQ,236,9
AMNR,385,12
AMNS,115,2
AMNT,252,10
AMNU,204,6
AMNV,190,7
AMNW,77,3
AMNX,64,2
AMNY,26,1
AMNZ,179,5
AMO,4896,122
AMOO,164,5
AMOQ,266,8
AMOR,275,6
AMOT,197,5
AMOU,152,4
AMOV,152,5
AMOX,12,1
AMOY,79,2
AMOZ,27,1
AMP,2260,57
AMPR,121,3
AMPT,64,2
AMPU,68,2
AMPV,34,2
AMPW,73,2
AMPY,69,1
AMQ,5083,139
AMQR,117,4
AMQS,55,1
AMQT,153,5
AMQU,208,7
AMQV,86,3
AMQW,30,1
AMQX,115,4
AMQY,177,4
AMQZ,46,2
AMR,4157,100
AMRR,50,2
AMRS,90,2
AMRT,352,9
AMRU,111,4
AMRV,262,8
AMRW,90,2
AMRX,9,1
AMRY,78,2
AMS,937,20
AMST,69,2
AMSV,61,2
AMSW,24,1
AMSX,34,1
AMT,4303,109
AMTT,37,1
AMTU,128,4
AMTV,306,8
AMTW,99,4
AMTX,14,1
AMTY,129,2
AMTZ,81,2
AMU,3717,99
AMUV,206,6
AMUW,62,2
AMUX,27,1
AMUY,120,4
AMUZ,45,1
AMV,3710,98
AMVW,47,1
AMVX,36,2
AMVZ,37,3
AMW,2453,56
AMWX,18,1
AMWY,82,2
AMWZ,32,1
AMX,831,23
AMXY,43,2
AMXZ,52,1
AMY,1202,27
AMZ,702,17
AN,127216,3110
ANN,8081,264
ANNO,300,10
ANNP,77,3
ANNQ,372,20
ANNR,396,20
ANNS,153,4
ANNT,345,11
ANNU,123,7
ANNV,268,10
ANNW,133,5
ANNX,137,6
ANNY,100,4
ANNZ,208,7
ANO,17356,461
ANOO,772,25
ANOP,244,8
ANOQ,667,24
ANOR,848,28
ANOS,217,6
ANOT,630,21
ANOU,455,16
ANOV,747,21
ANOW,368,14
ANOX,64,3
ANOY,301,7
ANOZ,70,4
ANP,5895,158
ANPQ,78,4
ANPR,435,18
ANPS,48,1
ANPT,159,6
ANPU,171,6
ANPV,216,9
ANPW,117,3
ANPX,31,1
ANPY,91,3
ANPZ,5,1
ANQ,19652,608
ANQR,1363,50
ANQS,165,5
ANQT,659,26
ANQU,304,13
ANQV,880,32
ANQW,158,7
ANQX,63,2
ANQY,247,9
ANQZ,252,11
ANR,17102,502
ANRR,523,24
ANRS,281,9
ANRT,1073,36
ANRU,564,23
ANRV,745,26
ANRW,396,12
ANRX,249,10
ANRY,303,7
ANRZ,409,14
ANS,4264,99
ANST,208,5
ANSU,142,3
ANSV,202,8
ANSW,25,1
ANSX,32,1
ANSY,131,3
ANSZ,39,1
ANT,13582,388
ANTT,267,10
ANTU,339,14
ANTV,514,20
ANTW,227,9
ANTX,175,7
ANTY,342,10
ANTZ,140,4
ANU,13284,396
ANUV,391,14
ANUW,170,6
ANUX,145,5
ANUY,130,5
ANUZ,188,4
ANV,12523,390
ANVW,250,8
ANVX,267,7
ANVY,77,4
ANVZ,135,7
ANW,5194,140
ANWX,128,3
ANWY,97,4
ANWZ,129,4
ANX,3300,96
ANXY,166,4
ANXZ,18,1
ANY,4156,110
ANYZ,138,3
ANZ,3554,108
AO,178912,4169
AOO,15532,428
AOOO,208,9
AOOP,152,7
AOOQ,721,25
AOOR,685,19
AOOS,179,5
AOOT,473,16
AOOU,590,18
AOOV,210,8
AOOW,189,6
AOOX,41,1
AOOY,169,5
AOOZ,192,8
AOP,4967,119
AOPQ,170,5
AOPR,216,4
AOPS,27,1
AOPT,211,4
AOPU,210,7
AOPV,55,2
AOPW,116,4
AOPY,32,2
AOPZ,44,1
AOQ,21359,616
AOQR,657,19
AOQS,72,4
AOQT,557,18
AOQU,320,12
AOQV,246,13
AOQW,162,6
AOQX,111,4
AOQY,50,2
AOQZ,103,4
AOR,15071,394
AORR,335,12
AORS,218,5
AORT,681,17
AORU,806,28
AORV,378,13
AORW,105,3
AORX,215,7
AORY,265,9
AORZ,159,6
AOS,4503,105
AOST,135,3
AOSU,123,3
AOSV,83,2
AOSW,69,2
AOSX,113,2
AOSY,47,1
AOT,12015,321
AOTT,239,9
AOTU,280,14
AOTV,526,17
AOTW,395,11
AOTX,18,1
AOTY,203,6
AOTZ,194,5
AOU,16161,452
AOUV,604,18
AOUW,371,9
AOUX,202,5
AOUY,155,6
AOUZ,88,2
AOV,10642,292
AOVW,221,6
AOVX,145,3
AOVY,99,2
AOVZ,40,2
AOW,5912,137
AOWX,93,4
AOWY,83,2
AOX,1766,47
AOXY,32,1
AOXZ,85,2
AOY,4169,103
AOYZ,14,1
AOZ,2991,70
AP,38127,844
APQ,5106,138
APQR,276,10
APQS,23,1
APQT,189,5
APQU,242,8
APQV,56,2
APQW,127,3
APQX,28,1
APQY,9,1
APQZ,68,3
APR,5197,139
APRR,138,4
APRS,32,2
APRT,195,8
APRU,106,2
APRV,83,3
APRW,32,2
APRX,84,2
APRZ,70,2
APS,1152,27
APSV,16,1
APSX,67,1
APT,3946,110
APTT,55,2
APTU,144,5
APTV,147,6
APTX,50,1
APTY,171,4
APTZ,60,2
APU,3197,88
APUV,91,5
APUW,2,1
APUY,28,1
APUZ,5,1
APV,4272,114
APVW,84,2
APVX,26,1
APVY,92,2
APVZ,71,2
APW,2099,50
APX,1092,30
APY,1287,33
APZ,766,24
AQ,165409,4437
AQR,17130,535
AQRR,276,12
AQRS,64,2
AQRT,643,25
AQRU,154,7
AQRV,415,16
AQRW,144,6
AQRX,208,6
AQRY,141,5
AQRZ,172,7
AQS,5142,146
AQSS,22,1
AQST,95,3
AQSU,49,1
AQSV,130,4
AQSW,6,1
AQSX,25,1
AQSZ,35,1
AQT,12649,373
AQTT,233,7
AQTU,201,8
AQTV,434,18
AQTW,107,3
AQTX,86,3
AQTY,73,3
AQTZ,258,8
AQU,7340,209
AQUV,462,13
AQUW,68,3
AQUX,223,6
AQUY,65,2
AQUZ,120,5
AQV,12403,394
AQVW,85,3
AQVX,174,5
AQVY,76,3
AQVZ,179,8
AQW,4009,116
AQWX,117,3
AQWY,59,2
AQWZ,60,2
AQX,3004,87
AQXZ,218,8
AQY,3126,88
AQYZ,47,1
AQZ,5115,149
AR,97353,2327
ARR,7760,230
ARRS,141,4
ARRT,390,14
ARRU,161,7
ARRV,173,9
ARRW,105,3
ARRX,121,4
ARRY,61,2
ARRZ,149,7
ARS,3522,89
ARST,92,2
ARSU,47,2
ARSV,197,4
ARSW,78,2
ARSZ,39,1
ART,13217,372
ARTT,230,11
ARTU,390,12
ARTV,602,21
ARTW,289,8
ARTX,85,3
ARTY,179,4
ARTZ,192,7
ARU,11466,333
ARUV,631,23
ARUW,309,9
ARUX,252,7
ARUY,155,3
ARUZ,150,5
ARV,12051,328
ARVW,202,8
ARVX,179,6
ARVY,135,6
ARVZ,279,12
ARW,5124,139
ARWX,10,1
ARX,3349,97
ARXZ,10,1
ARY,3025,80
ARYZ,49,1
ARZ,2996,89
AS,34451,727
ASS,1137,26
ASSU,84,2
ASSZ,46,1
AST,3577,79
ASTT,21,1
ASTU,40,4
ASTV,102,3
ASTW,82,2
ASTX,67,2
ASTZ,53,1
ASU,2800,72
ASUV,86,3
ASUX,38,1
ASUZ,30,2
ASV,2619,66
ASVX,33,1
ASVY,41,1
ASVZ,10,1
ASW,1392,32
ASWY,45,1
ASWZ,49,1
ASX,706,16
ASY,762,20
ASYZ,36,1
ASZ,1162,26
AT,106930,2446
ATT,6145,177
ATTU,125,6
ATTV,215,6
ATTW,25,1
ATTZ,75,3
ATU,10381,298
ATUV,241,12
ATUW,48,2
ATUX,200,6
ATUY,58,2
ATUZ,125,3
ATV,10008,299
ATVW,40,1
ATVX,165,5
ATVY,85,5
ATVZ,141,6
ATW,4043,106
ATWY,49,3
ATWZ,49,2
ATX,2276,60
ATXZ,85,2
ATY,4219,107
ATYZ,109,3
ATZ,3054,85
AU,121226,3019
AUV,8828,266
AUVW,224,7
AUVX,163,6
AUVY,141,5
AUVZ,54,4
AUW,2735,87
AUWX,30,1
AUWY,81,2
AUX,1628,47
AUXZ,48,2
AUY,2520,72
AUYZ,45,2
AUZ,3091,88
AV,82113,2073
AVW,3399,99
AVWX,23,2
AVWY,37,2
AVWZ,65,3
AVX,2702,77
AVXY,88,3
AVXZ,11,1
AVY,3071,80
AVYZ,89,2
AVZ,3080,91
AW,27386,643
AWX,1123,28
AWY,1267,35
AWZ,1242,33
AX,20445,489
AXY,1355,30
AXZ,832,20
AY,25203,578
AYZ,680,17
AZ,20892,532
B,202062,4607
BC,28261,816
BCD,2707,81
BCDE,85,3
BCDF,114,7
BCDG,163,7
BCDH,57,2
BCDI,153,6
BCDJ,9,1
BCDK,113,4
BCDL,73,2
BCDM,129,6
BCDN,458,17
BCDO,28,1
BCDP,149,6
BCDQ,187,6
BCDR,447,16
BCDS,107,4
BCDT,388,14
BCDU,58,3
BCDV,215,6
BCDW,59,2
BCDX,59,2
BCDY,83,3
BCDZ,218,6
BCE,5047,151
BCEE,156,5
BCEF,143,5
BCEG,126,4
BCEH,142,4
BCEI,204,7
BCEJ,273,8
BCEL,228,7
BCEM,107,3
BCEN,251,9
BCEO,265,8
BCEP,62,2
BCEQ,259,11
BCER,160,6
BCES,118,3
BCET,283,10
BCEU,59,3
BCEV,164,6
BCEW,153,4
BCEX,28,1
BCEY,69,2
BCEZ,174,6
BCF,2376,71
BCFG,219,9
BCFH,120,3
BCFI,163,5
BCFJ,36,3
BCFK,54,2
BCFL,318,11
BCFM,34,2
BCFN,178,7
BCFO,74,3
BCFP,135,5
BCFQ,251,7
BCFR,264,9
BCFS,76,2
BCFT,227,8
BCFU,7,1
BCFV,232,9
BCFW,35,1
BCFX,81,3
BCFZ,70,2
BCG,4132,131
BCGH,108,4
BCGI,199,6
BCGJ,422,17
BCGK,135,4
BCGL,336,11
BCGM,223,8
BCGN,563,23
BCGO,153,3
BCGP,232,9
BCGQ,457,16
BCGR,250,17
BCGS,171,5
BCGT,564,20
BCGU,30,1
BCGV,441,20
BCGW,133,6
BCGX,242,8
BCGY,57,4
BCGZ,266,9
BCH,1038,31
BCHI,113,3
BCHJ,62,3
BCHK,49,2
BCHL,106,3
BCHM,17,1
BCHN,85,4
BCHO,90,2
BCHQ,124,4
BCHR,80,3
BCHT,114,5
BCHU,118,4
BCHV,29,2
BCHW,42,1
BCHY,34,2
BCHZ,84,2
BCI,4687,146
BCII,234,8
BCIJ,134,5
BCIK,134,5
BCIL,168,4
BCIM,148,4
BCIN,389,12
BCIO,339,10
BCIP,5,1
BCIQ,265,9
BCIR,201,5
BCIS,87,3
BCIT,245,7
BCIU,445,15
BCIV,127,6
BCIW,65,3
BCIX,29,1
BCIY,143,4
BCIZ,95,3
BCJ,2639,82
BCJK,100,5
BCJL,123,7
BCJM,131,4
BCJN,383,18
BCJO,70,3
BCJP,155,4
BCJQ,608,22
BCJR,301,11
BCJS,89,4
BCJT,437,11
BCJU,56,2
BCJV,437,15
BCJW,79,3
BCJX,23,2
BCJY,161,7
BCJZ,106,8
BCK,1778,52
BCKL,56,3
BCKN,275,8
BCKO,11,1
BCKP,197,8
BCKQ,252,10
BCKR,382,10
BCKS,19,1
BCKT,327,14
BCKU,67,2
BCKV,110,5
BCKW,54,3
BCKX,64,2
BCKY,100,3
BCKZ,128,4
BCL,3336,113
BCLM,129,5
BCLN,963,35
BCLO,57,2
BCLP,98,3
BCLQ,278,17
BCLR,719,24
BCLS,72,2
BCLT,534,23
BCLU,81,4
BCLV,344,13
BCLW,221,9
BCLX,102,5
BCLY,34,2
BCLZ,222,8
BCM,2477,76
BCMN,654,27
BCMO,57,3
BCMP,122,3
BCMQ,156,6
BCMR,395,12
BCMS,67,2
BCMT,319,12
BCMU,163,5
BCMV,198,7
BCMW,48,3
BCMX,43,3
BCMY,22,1
BCMZ,207,4
BCN,6936,242
BCNN,612,24
BCNO,319,12
BCNP,237,10
BCNQ,694,30
BCNR,748,31
BCNS,119,5
BCNT,643,27
BCNU,368,13
BCNV,620,24
BCNW,244,10
BCNX,99,3
BCNY,149,4
BCNZ,413,12
BCO,3756,104
BCOO,76,3
BCOP,39,2
BCOQ,29,3
BCOR,148,4
BCOT,304,13
BCOU,192,7
BCOV,69,2
BCOW,99,3
BCOX,33,1
BCOY,24,1
BCP,1663,54
BCPQ,236,11
BCPR,414,14
BCPS,22,1
BCPT,366,16
BCPV,186,8
BCPW,72,3
BCPX,117,4
BCPY,66,2
BCPZ,154,7
BCQ,5648,194
BCQR,739,34
BCQS,220,6
BCQT,584,26
BCQU,31,2
BCQV,646,29
BCQW,149,5
BCQX,185,6
BCQY,80,2
BCQZ,201,8
BCR,4856,154
BCRR,237,10
BCRS,96,4
BCRT,544,22
BCRU,245,9
BCRV,727,32
BCRW,175,8
BCRX,358,10
BCRY,187,7
BCRZ,259,9
BCS,1390,38
BCSS,4,1
BCST,138,5
BCSV,102,6
BCSW,90,2
BCSX,57,2
BCSY,34,1
BCSZ,117,4
BCT,6161,195
BCTT,198,6
BCTU,46,2
BCTV,777,31
BCTW,306,10
BCTX,164,7
BCTY,122,4
BCTZ,295,10
BCU,2571,76
BCUV,125,6
BCUW,98,3
BCUX,84,3
BCUY,52,2
BCUZ,8,1
BCV,4247,149
BCVW,50,3
BCVX,116,5
BCVY,229,7
BCVZ,367,13
BCW,2300,63
BCWX,96,4
BCWY,16,1
BCWZ,141,5
BCX,1456,45
BCXY,54,3
BCXZ,71,3
BCY,1514,41
BCYZ,149,4
BCZ,2205,68
BD,23043,588
BDE,3277,85
